"","Gene","Chromosome"
"15553","S100A7A","chr1"
"15554","KANSL1L","chr2"
"15555","CMTM6","chr3"
"15556","AC004080.3","chr7"
"15557","MKRN1","chr7"
"15558","INIP","chr9"
"15559","SURF4","chr9"
"15560","COMTD1","chr10"
"15561","SLC22A11","chr11"
"15562","OR10P1","chr12"
"15563","TRAJ52","chr14"
"15564","CDCA4","chr14"
"15565","PCLAF","chr15"
"15566","TNFAIP1","chr17"
"15567","KRTAP1-1","chr17"
"15568","TMEM105","chr17"
"15569","KXD1","chr19"
"15570","EMP3","chr19"
"15571","RAB33A","chrX"
"15572","S100A2","chr1"
"15573","ATG10","chr5"
"15574","ZNF34","chr8"
"15575","ARPP19","chr15"
"15576","FRG2","chr4"
"15577","TMEM9B","chr11"
"15578","MGAT2","chr14"
"15579","RAB31","chr18"
"15580","ZFP41","chr8"
"15581","AL162726.3","chr9"
"15582","ADIPOQ","chr3"
"15583","CDSN","chr6"
"15584","Y_RNA","chr7"
"15585","DYDC2","chr10"
"15586","GTF3A","chr13"
"15587","IGHV3-64","chr14"
"15588","ZMYND15","chr17"
"15589","EBI3","chr19"
"15590","BBC3","chr19"
"15591","NDUFV2","chr18"
"15592","LIG1","chr19"
"15593","KRTAP12-1","chr21"
"15594","DIRC1","chr2"
"15595","CYP8B1","chr3"
"15596","CLPSL1","chr6"
"15597","CCL26","chr7"
"15598","GPR20","chr8"
"15599","FAM74A3","chr9"
"15600","KRTAP5-5","chr11"
"15601","PSMC4","chr19"
"15602","SLC2A7","chr1"
"15603","TRIM63","chr1"
"15604","AMY1B","chr1"
"15605","RABIF","chr1"
"15606","TEX264","chr3"
"15607","TMEM33","chr4"
"15608","AC116366.2","chr5"
"15609","DNAJC2","chr7"
"15610","OBP2A","chr9"
"15611","PITX3","chr10"
"15612","CLRN3","chr10"
"15613","TIRAP","chr11"
"15614","MED21","chr12"
"15615","UNG","chr12"
"15616","GJB2","chr13"
"15617","RHOT2","chr16"
"15618","NEUROD2","chr17"
"15619","ENDOV","chr17"
"15620","ELANE","chr19"
"15621","CBARP","chr19"
"15622","UBE2C","chr20"
"15623","KRBOX4","chrX"
"15624","STX18","chr4"
"15625","IL11RA","chr9"
"15626","TSPAN9","chr12"
"15627","GALNT16","chr14"
"15628","MAOB","chrX"
"15629","RHOXF2B","chrX"
"15630","CREG1","chr1"
"15631","SELENOI","chr2"
"15632","EIF3H","chr8"
"15633","ZNF705A","chr12"
"15634","FBXO15","chr18"
"15635","TNFSF9","chr19"
"15636","AHCY","chr20"
"15637","RGN","chrX"
"15638","SLC35A2","chrX"
"15639","CFLAR","chr2"
"15640","SLC25A38","chr3"
"15641","TRIML1","chr4"
"15642","MICD","chr6"
"15643","CPVL","chr7"
"15644","CALY","chr10"
"15645","C1QL4","chr12"
"15646","CBFA2T3","chr16"
"15647","RBM46","chr4"
"15648","CAP2","chr6"
"15649","INMT","chr7"
"15650","VPS37D","chr7"
"15651","ATP5MC2","chr12"
"15652","SLC35E3","chr12"
"15653","SNORD114-9","chr14"
"15654","SNORD115-8","chr15"
"15655","ZFPM1","chr16"
"15656","PGAP3","chr17"
"15657","YWHAH","chr22"
"15658","ARHGAP4","chrX"
"15659","CNTF","chr11"
"15660","FOXR2","chrX"
"15661","CSAG1","chrX"
"15662","AKR7A3","chr1"
"15663","ALG6","chr1"
"15664","NPRL2","chr3"
"15665","GOLPH3","chr5"
"15666","TNIP1","chr5"
"15667","MUCL3","chr6"
"15668","OR52J3","chr11"
"15669","SECTM1","chr17"
"15670","DIRAS1","chr19"
"15671","GNG8","chr19"
"15672","INPP5J","chr22"
"15673","ASB9","chrX"
"15674","GADL1","chr3"
"15675","ARF4","chr3"
"15676","CPOX","chr3"
"15677","PARP15","chr3"
"15678","MGARP","chr4"
"15679","SLC36A2","chr5"
"15680","SOX30","chr5"
"15681","TRBV24-1","chr7"
"15682","TRBV27","chr7"
"15683","TRIM35","chr8"
"15684","LACTB2","chr8"
"15685","SCYL1","chr11"
"15686","AAAS","chr12"
"15687","CIB2","chr15"
"15688","TXNL4B","chr16"
"15689","DERL2","chr17"
"15690","KRT13","chr17"
"15691","AMH","chr19"
"15692","TMED1","chr19"
"15693","ILVBL","chr19"
"15694","PRMT1","chr19"
"15695","LIME1","chr20"
"15696","OTC","chrX"
"15697","CHRDL1","chrX"
"15698","AVPR2","chrX"
"15699","LEPROT","chr1"
"15700","HHLA2","chr3"
"15701","ZCCHC24","chr10"
"15702","SNX5","chr20"
"15703","DDOST","chr1"
"15704","SLC35D1","chr1"
"15705","CAMK1G","chr1"
"15706","CSNK1G3","chr5"
"15707","HSPA1B","chr6"
"15708","WIPI2","chr7"
"15709","POMZP3","chr7"
"15710","TAS2R4","chr7"
"15711","ZMYND11","chr10"
"15712","ATP5MD","chr10"
"15713","KCTD10","chr12"
"15714","TRIAP1","chr12"
"15715","MTIF3","chr13"
"15716","NKX2-1","chr14"
"15717","FGF11","chr17"
"15718","FBXO47","chr17"
"15719","DEFB129","chr20"
"15720","SAMM50","chr22"
"15721","C1orf194","chr1"
"15722","BCAS2","chr1"
"15723","ZBTB47","chr3"
"15724","GATA2","chr3"
"15725","HCG27","chr6"
"15726","MOB3B","chr9"
"15727","CD82","chr11"
"15728","PPP1R14B","chr11"
"15729","SLC6A4","chr17"
"15730","LSM12","chr17"
"15731","GPR153","chr1"
"15732","C1QB","chr1"
"15733","SH3D21","chr1"
"15734","CDCA8","chr1"
"15735","PARS2","chr1"
"15736","GIPC2","chr1"
"15737","SLC3A1","chr2"
"15738","SUCLG1","chr2"
"15739","NUP35","chr2"
"15740","CTDSP1","chr2"
"15741","ABHD5","chr3"
"15742","C5orf22","chr5"
"15743","JAKMIP2","chr5"
"15744","NPM1","chr5"
"15745","OR2H1","chr6"
"15746","TRA2A","chr7"
"15747","TNFRSF11B","chr8"
"15748","OR1L8","chr9"
"15749","AGPAT2","chr9"
"15750","SLC35G1","chr10"
"15751","PDLIM1","chr10"
"15752","C10orf62","chr10"
"15753","NSMCE4A","chr10"
"15754","ARL14EP","chr11"
"15755","RAPSN","chr11"
"15756","OR4S2","chr11"
"15757","OR4D9","chr11"
"15758","MTNR1B","chr11"
"15759","FEZ1","chr11"
"15760","LRRC23","chr12"
"15761","MYG1","chr12"
"15762","AC025165.3","chr12"
"15763","CSRP2","chr12"
"15764","DRAM1","chr12"
"15765","ARL6IP4","chr12"
"15766","TINF2","chr14"
"15767","CCNDBP1","chr15"
"15768","METTL9","chr16"
"15769","SLC7A5","chr16"
"15770","INPP5K","chr17"
"15771","OR3A4P","chr17"
"15772","PLD6","chr17"
"15773","VPS25","chr17"
"15774","CD79B","chr17"
"15775","CD300C","chr17"
"15776","ARMC7","chr17"
"15777","RPS15","chr19"
"15778","TCF3","chr19"
"15779","PTGER1","chr19"
"15780","FAM187B","chr19"
"15781","ETHE1","chr19"
"15782","TGIF2","chr20"
"15783","HSF2BP","chr21"
"15784","MIEF1","chr22"
"15785","ALG12","chr22"
"15786","XK","chrX"
"15787","SYP","chrX"
"15788","BX119917.1","chrX"
"15789","RHOXF2","chrX"
"15790","APLN","chrX"
"15791","IKBKG","chrX"
"15792","FAM76A","chr1"
"15793","SPRR1B","chr1"
"15794","CPA4","chr7"
"15795","RPL35","chr9"
"15796","THYN1","chr11"
"15797","CHGA","chr14"
"15798","KIAA0895L","chr16"
"15799","ZNF232","chr17"
"15800","CABP5","chr19"
"15801","MFSD2A","chr1"
"15802","TXNRD3","chr3"
"15803","LEKR1","chr3"
"15804","Vault","chr5"
"15805","TAF7","chr5"
"15806","CYP51A1","chr7"
"15807","BPGM","chr7"
"15808","IFNB1","chr9"
"15809","RAB21","chr12"
"15810","ERO1A","chr14"
"15811","C19orf73","chr19"
"15812","UPRT","chrX"
"15813","IGF2BP2","chr3"
"15814","ESM1","chr5"
"15815","OR3A3","chr17"
"15816","PPM1D","chr17"
"15817","MIR890","chrX"
"15818","CPT2","chr1"
"15819","C1GALT1C1L","chr2"
"15820","DUSP22","chr6"
"15821","OSTM1","chr6"
"15822","SPDYE1","chr7"
"15823","QSOX2","chr9"
"15824","ZNF511","chr10"
"15825","MS4A10","chr11"
"15826","PSMB11","chr14"
"15827","SLC12A1","chr15"
"15828","ANKDD1A","chr15"
"15829","MPG","chr16"
"15830","RSKR","chr17"
"15831","AC139530.2","chr17"
"15832","USP18","chr22"
"15833","PAGE3","chrX"
"15834","KCNJ13","chr2"
"15835","ESPNL","chr2"
"15836","CDKL3","chr5"
"15837","TCERG1L","chr10"
"15838","CTDNEP1","chr17"
"15839","RAB39B","chrX"
"15840","CLDN18","chr3"
"15841","ALKBH3","chr11"
"15842","OR4D10","chr11"
"15843","EMC10","chr19"
"15844","CELA2A","chr1"
"15845","RNF167","chr17"
"15846","APOC2","chr19"
"15847","ZNF614","chr19"
"15848","RCAN3","chr1"
"15849","NT5C1A","chr1"
"15850","RAP1A","chr1"
"15851","ACVR1C","chr2"
"15852","CENPK","chr5"
"15853","H1-3","chr6"
"15854","RWDD1","chr6"
"15855","PERP","chr6"
"15856","RPA3","chr7"
"15857","CDHR3","chr7"
"15858","SPIN1","chr9"
"15859","WDR38","chr9"
"15860","PTGES2","chr9"
"15861","ACP2","chr11"
"15862","TRPT1","chr11"
"15863","MIRLET7A2","chr11"
"15864","ATG101","chr12"
"15865","NBR2","chr17"
"15866","LSM14B","chr20"
"15867","MFNG","chr22"
"15868","C1orf116","chr1"
"15869","ING1","chr13"
"15870","IRAK1","chrX"
"15871","NOTCH2NLA","chr1"
"15872","EFNA1","chr1"
"15873","TEX35","chr1"
"15874","GNG4","chr1"
"15875","ASTL","chr2"
"15876","PCYT1A","chr3"
"15877","PARM1","chr4"
"15878","CD74","chr5"
"15879","DLK2","chr6"
"15880","SH2B2","chr7"
"15881","EI24P4","chr7"
"15882","RNF183","chr9"
"15883","OR56A1","chr11"
"15884","ZP1","chr11"
"15885","PUS3","chr11"
"15886","IL23A","chr12"
"15887","TRDC","chr14"
"15888","TRAJ29","chr14"
"15889","GPR139","chr16"
"15890","CLEC18B","chr16"
"15891","CBX1","chr17"
"15892","TEPSIN","chr17"
"15893","TIMM29","chr19"
"15894","CCDC105","chr19"
"15895","TULP2","chr19"
"15896","NDUFAF5","chr20"
"15897","MAPK12","chr22"
"15898","SSU72","chr1"
"15899","CKS1B","chr1"
"15900","IQCJ","chr3"
"15901","OPN1SW","chr7"
"15902","SPA17","chr11"
"15903","TUBA1C","chr12"
"15904","NTF4","chr19"
"15905","FAM209A","chr20"
"15906","AC245047.1","chrX"
"15907","SELENOK","chr3"
"15908","MFAP3L","chr4"
"15909","URM1","chr9"
"15910","ERG28","chr14"
"15911","THOC6","chr16"
"15912","S100A5","chr1"
"15913","VAMP4","chr1"
"15914","FAHD2A","chr2"
"15915","HSD17B11","chr4"
"15916","REEP5","chr5"
"15917","GTF2IRD2B","chr7"
"15918","ZNF37A","chr10"
"15919","MYOZ1","chr10"
"15920","TMEM255B","chr13"
"15921","TMEM208","chr16"
"15922","AC011448.1","chr19"
"15923","SLC35E4","chr22"
"15924","ATP5ME","chr4"
"15925","SDHAF2","chr11"
"15926","PSMG2","chr18"
"15927","PCDHGA11","chr5"
"15928","TRGV2","chr7"
"15929","FZD9","chr7"
"15930","GOT1L1","chr8"
"15931","ANKRD1","chr10"
"15932","NAP1L4","chr11"
"15933","AIP","chr11"
"15934","PDE6H","chr12"
"15935","TMEM204","chr16"
"15936","HSD3B7","chr16"
"15937","ZNF121","chr19"
"15938","ANGPTL6","chr19"
"15939","SUMO3","chr21"
"15940","CFP","chrX"
"15941","SYNC","chr1"
"15942","OLA1","chr2"
"15943","CGGBP1","chr3"
"15944","VDAC1","chr5"
"15945","ACOT13","chr6"
"15946","FOXB2","chr9"
"15947","BNIP3","chr10"
"15948","CHRNA10","chr11"
"15949","OR51B6","chr11"
"15950","CAPS2","chr12"
"15951","MVK","chr12"
"15952","TPPP3","chr16"
"15953","DCAKD","chr17"
"15954","NME1-NME2","chr17"
"15955","GPRC5C","chr17"
"15956","FAM110A","chr20"
"15957","ACP6","chr1"
"15958","CIB4","chr2"
"15959","ZDHHC19","chr3"
"15960","SMR3B","chr4"
"15961","PTP4A3","chr8"
"15962","SLC27A4","chr9"
"15963","ETFBKMT","chr12"
"15964","DYNLL1","chr12"
"15965","TBC1D24","chr16"
"15966","IZUMO4","chr19"
"15967","KLK6","chr19"
"15968","IFNAR1","chr21"
"15969","P2RY10","chrX"
"15970","ZNF280C","chrX"
"15971","PLSCR1","chr3"
"15972","CDKN2B","chr9"
"15973","NOXO1","chr16"
"15974","TYMP","chr22"
"15975","MR1","chr1"
"15976","CHML","chr1"
"15977","COL8A1","chr3"
"15978","SLC26A1","chr4"
"15979","PKD2L2","chr5"
"15980","ZKSCAN4","chr6"
"15981","MPIG6B","chr6"
"15982","TMEM213","chr7"
"15983","HTRA4","chr8"
"15984","NUTM2D","chr10"
"15985","OR10A3","chr11"
"15986","VSX2","chr14"
"15987","DDX28","chr16"
"15988","SIRPA","chr20"
"15989","PLA2G3","chr22"
"15990","TAF12","chr1"
"15991","MRPS15","chr1"
"15992","AC242842.3","chr1"
"15993","ANXA9","chr1"
"15994","SLC50A1","chr1"
"15995","TADA1","chr1"
"15996","IRF2BP2","chr1"
"15997","SCCPDH","chr1"
"15998","TMEM18","chr2"
"15999","ALMS1P1","chr2"
"16000","BOLA3","chr2"
"16001","VAMP5","chr2"
"16002","WNT6","chr2"
"16003","SEPTIN2","chr2"
"16004","SPSB4","chr3"
"16005","SMR3A","chr4"
"16006","MSMO1","chr4"
"16007","KLKB1","chr4"
"16008","SLC35A4","chr5"
"16009","SIRT5","chr6"
"16010","LY6G6D","chr6"
"16011","HOXA10","chr7"
"16012","YKT6","chr7"
"16013","FGL2","chr7"
"16014","TRBV29-1","chr7"
"16015","C8orf58","chr8"
"16016","MAFA","chr8"
"16017","NMRK1","chr9"
"16018","C10orf67","chr10"
"16019","TRIM3","chr11"
"16020","FTH1","chr11"
"16021","BBS1","chr11"
"16022","CHKA","chr11"
"16023","UCP3","chr11"
"16024","RHNO1","chr12"
"16025","CLEC6A","chr12"
"16026","CLEC12A","chr12"
"16027","BCL2L14","chr12"
"16028","C12orf71","chr12"
"16029","KRT6B","chr12"
"16030","HOXC11","chr12"
"16031","BLOC1S1","chr12"
"16032","MYL6","chr12"
"16033","SVOP","chr12"
"16034","TMED8","chr14"
"16035","AHSA1","chr14"
"16036","SCG5","chr15"
"16037","FAM98B","chr15"
"16038","OAZ2","chr15"
"16039","NGRN","chr15"
"16040","JPT2","chr16"
"16041","KRT37","chr17"
"16042","C17orf67","chr17"
"16043","MRC2","chr17"
"16044","FAM20A","chr17"
"16045","PARD6G","chr18"
"16046","S1PR2","chr19"
"16047","IGFLR1","chr19"
"16048","MIR515-2","chr19"
"16049","RDH13","chr19"
"16050","PROCR","chr20"
"16051","TCP10L","chr21"
"16052","IGLV5-52","chr22"
"16053","IGLV1-40","chr22"
"16054","CDPF1","chr22"
"16055","SSX2","chrX"
"16056","TIMM8A","chrX"
"16057","RPS6KA1","chr1"
"16058","EBNA1BP2","chr1"
"16059","CCDC24","chr1"
"16060","PRPF38A","chr1"
"16061","IBA57","chr1"
"16062","ZNF669","chr1"
"16063","PTPN18","chr2"
"16064","FYTTD1","chr3"
"16065","CLDN12","chr7"
"16066","NDUFB9","chr8"
"16067","SCX","chr8"
"16068","PHPT1","chr9"
"16069","NT5C2","chr10"
"16070","PCGF6","chr10"
"16071","LIN7C","chr11"
"16072","ALX4","chr11"
"16073","RAD51AP1","chr12"
"16074","ARHGDIB","chr12"
"16075","KRT18","chr12"
"16076","EEF1AKMT3","chr12"
"16077","TRAV26-1","chr14"
"16078","RMDN3","chr15"
"16079","RPUSD1","chr16"
"16080","OR1F1","chr16"
"16081","NPIPB3","chr16"
"16082","COQ9","chr16"
"16083","SLC47A2","chr17"
"16084","CCL14","chr17"
"16085","MED16","chr19"
"16086","CIRBP","chr19"
"16087","EID2","chr19"
"16088","GMEB2","chr20"
"16089","IGLV3-9","chr22"
"16090","EEF1B2","chr2"
"16091","OR1Q1","chr9"
"16092","ZBTB43","chr9"
"16093","OR4A5","chr11"
"16094","CHRNB4","chr15"
"16095","RPL18A","chr19"
"16096","MIR200A","chr1"
"16097","PRKCZ","chr1"
"16098","MDS2","chr1"
"16099","MRPL19","chr2"
"16100","HYAL1","chr3"
"16101","ASB14","chr3"
"16102","DRD3","chr3"
"16103","CTNNA1","chr5"
"16104","LY86","chr6"
"16105","ATP6V1G2","chr6"
"16106","FGF17","chr8"
"16107","TMEM38B","chr9"
"16108","SEPHS1","chr10"
"16109","TRIM5","chr11"
"16110","VEGFB","chr11"
"16111","CABP2","chr11"
"16112","BCDIN3D","chr12"
"16113","NPTN","chr15"
"16114","JPH3","chr16"
"16115","RPAIN","chr17"
"16116","CCBE1","chr18"
"16117","CRB3","chr19"
"16118","SYS1","chr20"
"16119","TMEM167B","chr1"
"16120","TENT5C","chr1"
"16121","PRKAB2","chr1"
"16122","KCTD18","chr2"
"16123","SUMF1","chr3"
"16124","ELP6","chr3"
"16125","NCKIPSD","chr3"
"16126","H1-8","chr3"
"16127","SCD5","chr4"
"16128","GLRX","chr5"
"16129","TSPAN17","chr5"
"16130","H4C12","chr6"
"16131","FAM229B","chr6"
"16132","STX7","chr6"
"16133","CALU","chr7"
"16134","NTAQ1","chr8"
"16135","RNF139","chr8"
"16136","MLANA","chr9"
"16137","MRPS16","chr10"
"16138","SYVN1","chr11"
"16139","JAML","chr11"
"16140","ING4","chr12"
"16141","POP5","chr12"
"16142","OXGR1","chr13"
"16143","SNORD113-3","chr14"
"16144","AC090517.4","chr15"
"16145","HBQ1","chr16"
"16146","NOMO3","chr16"
"16147","CMTM4","chr16"
"16148","FBXO31","chr16"
"16149","UBE2G1","chr17"
"16150","CCDC144NL","chr17"
"16151","RNU6-1178P","chr17"
"16152","CNP","chr17"
"16153","PTBP1","chr19"
"16154","TNFSF14","chr19"
"16155","NXNL1","chr19"
"16156","DMKN","chr19"
"16157","C20orf144","chr20"
"16158","GSTM1","chr1"
"16159","SMCP","chr1"
"16160","CACYBP","chr1"
"16161","IGKJ4","chr2"
"16162","C2orf76","chr2"
"16163","BOK","chr2"
"16164","LRTM1","chr3"
"16165","PF4V1","chr4"
"16166","ZC3H12D","chr6"
"16167","NDUFA4","chr7"
"16168","TPST1","chr7"
"16169","TRIM74","chr7"
"16170","CPA5","chr7"
"16171","TRBV28","chr7"
"16172","TDRP","chr8"
"16173","PLPP6","chr9"
"16174","PRTFDC1","chr10"
"16175","CPSF7","chr11"
"16176","MMP3","chr11"
"16177","AC018630.4","chr12"
"16178","PYROXD1","chr12"
"16179","TRAV10","chr14"
"16180","BCL2L2-PABPN1","chr14"
"16181","C14orf28","chr14"
"16182","PSMB10","chr16"
"16183","WWOX","chr16"
"16184","TLCD2","chr17"
"16185","SNRPD1","chr18"
"16186","KANK3","chr19"
"16187","MIR515-1","chr19"
"16188","ITPA","chr20"
"16189","CCDC117","chr22"
"16190","ARHGAP8","chr22"
"16191","RIBC1","chrX"
"16192","DNAJB14","chr4"
"16193","SMNDC1","chr10"
"16194","HPX","chr11"
"16195","KCNAB3","chr17"
"16196","CETN1","chr18"
"16197","PSG8","chr19"
"16198","TRMT2B","chrX"
"16199","CTRC","chr1"
"16200","GADD45A","chr1"
"16201","TATDN2","chr3"
"16202","KLHDC10","chr7"
"16203","SFTPC","chr8"
"16204","C8G","chr9"
"16205","OAF","chr11"
"16206","CDRT4","chr17"
"16207","PSENEN","chr19"
"16208","SLC35F6","chr2"
"16209","UBE2F","chr2"
"16210","MYL5","chr4"
"16211","TBPL1","chr6"
"16212","INSYN2A","chr10"
"16213","HSD17B12","chr11"
"16214","IGHV3-49","chr14"
"16215","MIS12","chr17"
"16216","ZNF137P","chr19"
"16217","IGKV1-6","chr2"
"16218","SOWAHA","chr5"
"16219","NKX6-3","chr8"
"16220","XPA","chr9"
"16221","MS4A12","chr11"
"16222","TRAV21","chr14"
"16223","TRAV39","chr14"
"16224","PRTN3","chr19"
"16225","SNAP29","chr22"
"16226","MRPL1","chr4"
"16227","RNASE13","chr14"
"16228","TRAF3","chr14"
"16229","IGHV3-30","chr14"
"16230","IGHV3-73","chr14"
"16231","ANKRD13B","chr17"
"16232","BTG3","chr21"
"16233","MRPS27","chr5"
"16234","BTNL3","chr5"
"16235","ST3GAL1","chr8"
"16236","IL15RA","chr10"
"16237","SRGN","chr10"
"16238","CDK2","chr12"
"16239","PLA2G2A","chr1"
"16240","NOP58","chr2"
"16241","C2CD4B","chr15"
"16242","LGALS9","chr17"
"16243","WDR83OS","chr19"
"16244","AWAT2","chrX"
"16245","OTUD3","chr1"
"16246","GSTM4","chr1"
"16247","TAPT1","chr4"
"16248","P4HA2","chr5"
"16249","TBC1D22B","chr6"
"16250","UQCRB","chr8"
"16251","C9orf85","chr9"
"16252","OR13C2","chr9"
"16253","SNCG","chr10"
"16254","STN1","chr10"
"16255","MS4A6E","chr11"
"16256","FAM181B","chr11"
"16257","ZIC2","chr13"
"16258","ATP6V1D","chr14"
"16259","HBA1","chr16"
"16260","RHBDL1","chr16"
"16261","MPDU1","chr17"
"16262","CHMP1B","chr18"
"16263","HAMP","chr19"
"16264","PCNA","chr20"
"16265","H2BC17","chr6"
"16266","MRAP","chr21"
"16267","MRTO4","chr1"
"16268","AFAP1","chr4"
"16269","TOR4A","chr9"
"16270","CD69","chr12"
"16271","NDUFA12","chr12"
"16272","RAB20","chr13"
"16273","LGALS9C","chr17"
"16274","VAPA","chr18"
"16275","PICK1","chr22"
"16276","MAGEA8","chrX"
"16277","IGKV1-8","chr2"
"16278","NDUFS6","chr5"
"16279","CYP39A1","chr6"
"16280","SYT15","chr10"
"16281","LSP1","chr11"
"16282","IKZF4","chr12"
"16283","RNASE4","chr14"
"16284","TRAV19","chr14"
"16285","GLRX5","chr14"
"16286","NANOS2","chr19"
"16287","TMLHE","chrX"
"16288","BEND5","chr1"
"16289","RHBG","chr1"
"16290","USF1","chr1"
"16291","H3-4","chr1"
"16292","MTA3","chr2"
"16293","PAPOLG","chr2"
"16294","IGKV3-7","chr2"
"16295","CCL20","chr2"
"16296","PDHB","chr3"
"16297","NAA11","chr4"
"16298","EMCN","chr4"
"16299","TAAR2","chr6"
"16300","SNAPC3","chr9"
"16301","AL163540.1","chr9"
"16302","TMEFF1","chr9"
"16303","TAL2","chr9"
"16304","QRFP","chr9"
"16305","OPALIN","chr10"
"16306","MCMBP","chr10"
"16307","LRRC27","chr10"
"16308","SAAL1","chr11"
"16309","TMEM258","chr11"
"16310","KRT81","chr12"
"16311","SIRT4","chr12"
"16312","EPSTI1","chr13"
"16313","VPS36","chr13"
"16314","POU4F1","chr13"
"16315","LGMN","chr14"
"16316","SNORD115-38","chr15"
"16317","CCDC42","chr17"
"16318","IFI35","chr17"
"16319","MAP2K6","chr17"
"16320","MXRA7","chr17"
"16321","ESCO1","chr18"
"16322","C18orf21","chr18"
"16323","CTXN1","chr19"
"16324","PODNL1","chr19"
"16325","IFNL1","chr19"
"16326","SNRNP70","chr19"
"16327","GNRH2","chr20"
"16328","CBR3","chr21"
"16329","ADA2","chr22"
"16330","TEX33","chr22"
"16331","EBLN2","chr3"
"16332","LHFPL3","chr7"
"16333","ACTR3B","chr7"
"16334","CA8","chr8"
"16335","ZDHHC21","chr9"
"16336","OR8D4","chr11"
"16337","TAS2R19","chr12"
"16338","PHF23","chr17"
"16339","KRTAP6-2","chr21"
"16340","IGKV1OR22-5","chr22"
"16341","ANKRD53","chr2"
"16342","AK6","chr5"
"16343","LINC02843","chr9"
"16344","NHLRC4","chr16"
"16345","KRTAP4-1","chr17"
"16346","PPP1R14A","chr19"
"16347","MIR520H","chr19"
"16348","AL132655.6","chr20"
"16349","KRTAP23-1","chr21"
"16350","FASLG","chr1"
"16351","SRP9","chr1"
"16352","WDR12","chr2"
"16353","NOL7","chr6"
"16354","MTRF1L","chr6"
"16355","FABP9","chr8"
"16356","GDF3","chr12"
"16357","RNF6","chr13"
"16358","STARD6","chr18"
"16359","NUDT19","chr19"
"16360","RBBP9","chr20"
"16361","KRTAP19-5","chr21"
"16362","IGBP1","chrX"
"16363","CENPS-CORT","chr1"
"16364","C1orf189","chr1"
"16365","TEKT4","chr2"
"16366","CLDND1","chr3"
"16367","HADH","chr4"
"16368","FMC1-LUC7L2","chr7"
"16369","TSPAN18","chr11"
"16370","PRMT8","chr12"
"16371","SAT2","chr17"
"16372","MILR1","chr17"
"16373","KCNK6","chr19"
"16374","CLASRP","chr19"
"16375","IGLV2-11","chr22"
"16376","CTPS2","chrX"
"16377","UBTD1","chr10"
"16378","SLC7A7","chr14"
"16379","KRTAP9-9","chr17"
"16380","DPH5","chr1"
"16381","YBX2","chr17"
"16382","NPPA","chr1"
"16383","RNPC3","chr1"
"16384","SLC35F5","chr2"
"16385","XRCC5","chr2"
"16386","CCDC149","chr4"
"16387","PTCD2","chr5"
"16388","IFNGR1","chr6"
"16389","TRBV2","chr7"
"16390","UBAC1","chr9"
"16391","P3H3","chr12"
"16392","H3-5","chr12"
"16393","RNF41","chr12"
"16394","GPR182","chr12"
"16395","METTL22","chr16"
"16396","CARHSP1","chr16"
"16397","NPIPB15","chr16"
"16398","HPRT1","chrX"
"16399","ZNF621","chr3"
"16400","WNT8A","chr5"
"16401","TMEM170B","chr6"
"16402","ETV7","chr6"
"16403","STK17A","chr7"
"16404","OR51M1","chr11"
"16405","C11orf71","chr11"
"16406","OR1A1","chr17"
"16407","PIMREG","chr17"
"16408","RNF138","chr18"
"16409","SDC4","chr20"
"16410","HMGN5","chrX"
"16411","MPP1","chrX"
"16412","SDHB","chr1"
"16413","YBX1","chr1"
"16414","MOB3C","chr1"
"16415","H2BP2","chr1"
"16416","SRSF7","chr2"
"16417","HDAC3","chr5"
"16418","UQCC2","chr6"
"16419","POLR2J2","chr7"
"16420","ATG9B","chr7"
"16421","XKR9","chr8"
"16422","IFNA21","chr9"
"16423","AIF1L","chr9"
"16424","TMEM25","chr11"
"16425","RAB3IP","chr12"
"16426","IGFBP4","chr17"
"16427","TAC4","chr17"
"16428","CD300E","chr17"
"16429","GDAP1L1","chr20"
"16430","SSTR3","chr22"
"16431","SSX5","chrX"
"16432","PAGE4","chrX"
"16433","ELOVL1","chr1"
"16434","GUK1","chr1"
"16435","SNRNP27","chr2"
"16436","IGKV3D-15","chr2"
"16437","PFN3","chr5"
"16438","OR52B6","chr11"
"16439","ZNF219","chr14"
"16440","SNORD116-6","chr15"
"16441","ZNF821","chr16"
"16442","CHMP4B","chr20"
"16443","YPEL1","chr22"
"16444","BEND4","chr4"
"16445","ZNF707","chr8"
"16446","ABO","chr9"
"16447","CALML5","chr10"
"16448","KRTAP5-1","chr11"
"16449","VEZT","chr12"
"16450","TRAV5","chr14"
"16451","IGHV3-35","chr14"
"16452","LRRC59","chr17"
"16453","FAM117B","chr2"
"16454","BANF1","chr11"
"16455","RPS26","chr12"
"16456","NUDT21","chr16"
"16457","CSTB","chr21"
"16458","CXorf56","chrX"
"16459","NIPSNAP2","chr7"
"16460","PILRA","chr7"
"16461","CKS2","chr9"
"16462","LIPA","chr10"
"16463","OR51E2","chr11"
"16464","APOA1","chr11"
"16465","SERPINE3","chr13"
"16466","KATNBL1","chr15"
"16467","HCN2","chr19"
"16468","SYAP1","chrX"
"16469","MRPL33","chr2"
"16470","STK25","chr2"
"16471","CTDSPL","chr3"
"16472","UBE2K","chr4"
"16473","GTF2H2B","chr5"
"16474","DOK3","chr5"
"16475","LST1","chr6"
"16476","HOXA4","chr7"
"16477","SEPTIN7","chr7"
"16478","TMEM176B","chr7"
"16479","BORCS7","chr10"
"16480","OR8G1","chr11"
